"代號","名稱","成交","漲跌幅","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","5日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","一年累計漲跌(%)","21W46外資買賣超張數","21W46外資買賣超佔成交(%)","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價"
="2841","台開","3.6","-2.7","3.24","3.24","3.24","3.24","+8.43","-14.3","-39.6","-42.2","-51.7","-122","-1.11","4","6.03","7.35","7.98"
="2845","遠東銀","10.6","+0.47","10.4","10.3","10.25","10.2","+0.47","+1.92","-0.47","+2.91","0","+1,600","+16.7","10.6","11.15","11.15","11.2"
="2880","華南金","20.9","+0.72","20.15","19.4","17.65","17.15","+2.45","+3.47","+6.63","+18.8","+14.2","+5,855","+14.4","21","21.2","21.2","21.2"
="2881","富邦金","74","+0.95","72","72","66.8","44.1","+0.54","-1.46","-3.27","+12.8","+63.4","-6,793","-8.33","75.8","85.5","85.7","85.7"
="2882","國泰金","59.7","+1.36","57.3","53.2","50.3","39.9","+1.7","+2.4","+9.94","+22.7","+47.2","+1,358","+1.94","60.3","60.6","61","61"
="2883","開發金","15.6","+1.96","14.05","12.9","11.45","8.61","+9.09","+10.6","+13.9","+39.3","+80.6","+70,345","+18.3","15.85","15.85","15.85","15.85"
="2884","玉山金","27.95","+1.27","26.15","25.8","25","23.6","+3.9","+6.68","+4.68","+12","+7.09","+61,776","+49.4","27.95","27.95","27.95","27.95"
="2885","元大金","24.75","+1.02","23.7","23.15","23.15","18.6","+0.2","+0.2","+2.91","+6.91","+33.8","+3,351","+2.22","25.1","25.3","27.8","27.8"
="2886","兆豐金","33.95","+0.15","32.4","31","30.6","28.15","+1.04","+4.46","+9.34","+9.16","+15.7","+4,863","+7.95","34","34","34","34"
="2887","台新金","18.55","+0.54","18.05","16.75","13.85","12.5","+1.92","+1.92","+10.4","+34.4","+40.5","+5,007","+8.22","18.8","19.7","19.7","19.7"
="2888","新光金","10.1","+1","9.62","8.93","8.93","8.03","+2.75","+5.54","+10.6","+14.6","+18.4","+28,235","+9.92","10.15","10.15","10.15","10.5"
="2889","國票金","15.8","-0.32","15.65","15.45","15.45","11.9","+0.32","-0.94","-1.25","+0.64","+32.2","+587","+2.72","16.2","16.35","17.7","18.2"
="2890","永豐金","14.7","+1.03","13.85","13.3","12.65","10.95","+3.52","+6.14","+10.5","+16.7","+31.2","+26,790","+30.4","14.85","14.85","14.85","14.85"
="2891","中信金","24","+1.27","22.9","21.05","21.05","19","+2.56","+4.35","+12.1","+11.4","+22.4","+4,156","+3.6","24","24","24","24.05"
="2892","第一金","23.5","+0.43","22.6","21.95","21.2","20.2","+2.17","+3.98","+2.17","+11.4","+9.3","+3,316","+6.03","23.7","23.7","23.7","23.7"
="2897","王道銀行","7.93","+0.13","7.77","6.8","6.68","6.46","+0.13","+0.51","+15.3","+19.2","+21.4","+1,864","+23.9","8","8.68","8.68","8.68"
="2915","潤泰全","110.5","+5.24","87.8","84.2","79.3","67.9","+7.8","+26","+8.33","+41.3","+61.1","-83","-0.73","112.5","147.5","147.5","147.5"
="3003","健和興","100.5","+3.18","88.4","79.6","58.7","40.9","+6.8","+13.9","+18.5","+74.5","+143","+1,089","+4.96","104","109","109","109"
="3006","晶豪科","158","+0.96","115.5","110","100.5","41.25","+13.7","+33.9","+10.1","+61.7","+282","-360","-0.31","165.5","165.5","213","213"
="3014","聯陽","109","+1.87","97.1","92.2","92.2","66.6","+1.87","+11.5","-10.3","+16.6","+58.4","-905","-5.13","111","124","143.5","143.5"
="3016","嘉晶","105.5","+7.65","87.5","75","56.1","54.7","+9.21","+20.7","+30.1","+92.5","+74.7","-121","-0.33","114","114","114","114"
="3017","奇鋐","81.2","-0.37","72.3","66.8","58.1","52.5","+1","+11.4","+16.8","+42.5","+8.41","+4,647","+3.33","91.6","91.6","91.6","91.6"
="3019","亞光","94.3","+9.91","74.2","70","69.3","66.5","+12.1","+24.9","+18","+38.1","+36.9","-226","-1.54","94.3","94.3","101","101.5"
="3024","憶聲","13.45","-3.93","13.2","12.15","11.6","9.86","-6.92","-1.1","+7.17","+18.5","+18.5","-800","-4.13","15.3","15.3","15.3","18.05"
="3025","星通","27.3","+6.64","19.5","17.95","17.95","17.95","+6.85","+37.9","+39.6","+24.1","+36.5","-201","-1.47","27.85","27.85","28","45.95"
="3033","威健","31","-2.05","25.85","22.6","20.3","18","+9.15","+18.1","+33.3","+54.2","+67.1","-52","-0.02","33","33","33","33"
="3034","聯詠","470","+4.1","385.5","364","364","287.5","+2.96","+20.4","-4.18","+0.75","+61.2","-5,487","-12","477","498.5","582","656"
="3035","智原","198.5","+5.03","137.5","84.8","54.7","44.3","+9.67","+38.8","+115","+273","+348","-2,214","-1.18","219","219","219","219"
="3037","欣興","196","-2.97","126.5","115","94.1","73.8","+3.16","+55.6","+43.6","+111","+165","+6,992","+3.25","206.5","206.5","206.5","206.5"
="3041","揚智","31.1","+8.17","24.9","22.7","21.2","20.6","+12.1","+24.6","+15.6","+51","+12.1","+1,566","+13.1","31.6","31.6","34.1","37"
="3042","晶技","110.5","+8.33","96.6","94.4","89.2","71.5","+12.9","+13.1","-3.49","+25.1","+38.1","+19","+0.08","112","119","144.5","144.5"
="3051","力特","10.85","+3.83","8.5","8.28","7.38","4.6","+6.9","+25.6","-8.82","+54.3","+135","+841","+9","11.25","12.05","13.9","13.9"
="3058","立德","18.05","+2.27","13.3","12.7","12.7","7.89","+4.64","+36.2","+22","+43.3","+127","+135","+0.28","18.5","18.5","20.15","24.55"
="3059","華晶科","40.2","-1.23","32.6","30.4","28.2","26","+7.63","+19.1","+18.9","+43.8","+54.6","-5,075","-6.75","41.65","41.65","43","48.55"
="3060","銘異","25.5","-2.67","19.65","19","19","13.5","+8.05","+27.5","+17.8","+8.97","+88.2","-936","-4.85","27.2","27.2","32.8","37.35"
="3062","建漢","32.35","+9.85","18.3","16.6","15.1","14.55","+26.4","+75.8","+89.2","+119","+119","+986","+0.28","32.35","32.35","32.35","32.35"
="3122","笙泉","66.8","+9.87","40.05","37.25","28.2","13.2","+42","+66.2","+44.6","+139","+395","+1,030","+2.2","66.8","66.8","66.8","66.8"
="3141","晶宏","251.5","-5.81","158.5","118","50.8","33.85","+17.8","+58.7","+89.8","+407","+608","-1,331","-1.6","285","285","285","285"
="3167","大量","95","+4.17","71","64","56","42.6","+12","+30.9","+41.4","+67.3","+121","+945","+14.2","95.1","95.1","95.1","95.1"
="3169","亞信","223","+5.69","129","112","102","38.65","+30","+69.6","+62.2","+120","+475","+44","+0.09","231","231","231","231"
="3189","景碩","243","-3.19","205.5","159","88.1","73.1","+0.21","+15.7","+40.9","+169","+220","+6,164","+8.97","257.5","257.5","257.5","257.5"
="3207","耀勝","28.2","+5.42","17.3","11.75","9.64","9","+14.9","+53.3","+119","+196","+178","-1,139","-2.46","28.7","28.7","28.7","28.7"
="3221","台嘉碩","39.2","+9.96","28.95","26.1","18.25","17.75","+13.3","+37.5","+28.7","+119","+76.6","+3,336","+15.7","39.2","39.2","39.2","39.2"
="3228","金麗科","514","+3.52","376.5","286","190","90.4","+26.3","+34.2","+34.7","+168","+462","-212","-1.48","532","532","532","615"
="3231","緯創","28.75","-0.17","28.2","26.55","26.55","26.55","+1.05","+0.17","+7.68","+3.05","-5.12","-819","-1.77","30.05","30.05","33.15","34.8"
="3260","威剛","82","+1.61","76.3","72.6","72.6","58.2","-3.76","+6.08","-8.89","+5.67","+40.9","-1,367","-3.8","87.6","94.3","132","132"
="3264","欣銓","58.3","+1.92","55","51.9","36.55","34.7","-1.02","+2.82","+3.19","+61.3","+67.5","-1,843","-4.62","62.5","71.9","71.9","71.9"
="3305","昇貿","84","+8.25","56.4","43.1","36.5","24.95","+10.5","+48.9","+84.6","+130","+232","+1,324","+2.06","84.3","84.3","84.3","84.3"
="3317","尼克森","83.1","+3.88","63.1","59.5","49.4","39.05","+10.8","+30.7","+8.63","+73.5","+109","+1,597","+9.97","86.4","86.4","97.9","97.9"
="3362","先進光","74.8","+6.86","60","56.5","56.5","33.95","+10.5","+21","+8.88","+6.25","+109","-155","-2.94","77.9","83","105.5","140"
="3372","典範","26.65","-3.09","21","19.9","16.35","10","+10.1","+24.5","+9","+66.6","+151","-3,856","-6.63","28.95","29.1","33","33"
="3374","精材","144.5","+0.7","130.5","116","116","116","+4.71","+10.3","+7.43","+17","-17.4","-1,077","-2.97","151","153","192.5","219"
="3406","玉晶光","455.5","+1.67","381","370","370","369","+8.71","+18.6","-5.3","+23.4","-22.9","+1,168","+8.05","470.5","554","629","674"
="3419","譁裕","24.4","+9.91","14.9","13.6","13.6","13.6","+51.1","+62.7","+51.6","+59","+41.9","-76","-0.67","24.4","24.4","24.4","27.95"
="3481","群創","17.2","0","14.85","14.85","14.85","9.08","-6.78","+6.5","-12.5","-8.75","+86.3","-107,618","-14.9","18.5","20.3","25.05","32.55"
="3490","單井","32.35","+9.85","24.85","22.6","20.6","20.25","+19.6","+29.1","+39.7","+59","+9.48","+174","+4.21","32.35","32.35","32.35","38.6"
="3491","昇達科","180","+9.76","84.4","66.4","60","58.6","+20","+112","+166","+204","+158","-168","-0.73","180","180","180","180"
="3504","揚明光","136.5","+0.74","108","84.2","63.9","53","+2.63","+21.9","+56","+116","+122","-358","-0.8","151.5","151.5","151.5","151.5"
="3508","位速","59.2","+9.83","19.9","18.5","18.3","17.1","+60.7","+195","+196","+225","+238","+863","+0.25","59.2","59.2","59.2","59.2"
="3515","華擎","239","-1.04","162","125","125","125","+22.6","+48","+73.8","+68.3","+46.2","+292","+0.55","254.5","254.5","254.5","254.5"
="3530","晶相光","150","+5.63","124","122","88.3","85.8","+11.1","+11.9","-19.6","+74.8","+64.3","-19","-0.13","156","189.5","242.5","242.5"
="3545","敦泰","156.5","+0.97","138","133","133","56.1","+2.96","+11","-29.2","+5.39","+174","+683","+1.69","172","225","298","298"
="3556","禾瑞亞","83","+6.68","71.2","68.1","53.7","52.5","+14.6","+14.5","-11.6","+56.3","+53.4","+1,732","+23","83.5","101.5","120","120"
="3576","聯合再生","22.55","+1.35","22","19","12","11.2","-4.65","-0.88","+19.9","+91.9","+58.8","-3,674","-4.78","26.25","26.25","26.25","26.25"
="3581","博磊","31.35","+10","24","22.3","22","18.25","+19.2","+29","+26.7","+44.1","+72.7","+10","+0.43","31.35","31.35","31.35","35.3"
="3583","辛耘","85","+5.46","65.1","58.9","53.3","51.8","+14.6","+29","+33.9","+61.9","+42.6","+387","+1.45","87.5","87.5","87.5","87.5"
="3588","通嘉","163","+1.24","112","106.5","56.5","40.4","+24.9","+43.6","+35.8","+196","+295","+2,862","+4.86","173.5","173.5","173.5","173.5"
="3596","智易","119","+3.93","90.6","87.5","86.4","83.6","+3.03","+29.9","+33.4","+40","+19.1","-2,007","-3.27","120","120","120","128"
="3605","宏致","48.4","-5.65","42.2","40.4","35.45","30.75","+4.2","+11.5","-10","+39.1","+47.3","+59","+0.35","52.1","55.1","65.8","65.8"
="3673","TPK-KY","41.85","+1.33","37.15","36.7","36.7","36.7","+2.7","+12","+5.68","-3.57","-8.52","-621","-6.79","44.55","44.55","48.85","58"
="3675","德微","244.5","-2.2","178.5","128.5","84","64.5","-2.98","+33.2","+69.8","+201","+212","-119","-1.21","309","309","309","309"
="3701","大眾控","62.6","-2.95","41.05","16.35","13.4","12.75","+8.87","+43.7","+231","+333","+383","+589","+1.37","67.2","67.2","67.2","67.2"
="3704","合勤控","33.6","+5","24.05","21.75","21.75","21.75","+5.49","+35.5","+37.4","+33.6","+39.1","-42","-0.05","34.95","34.95","34.95","46.55"
="3706","神達","30.1","+1.35","28.05","26.85","26.05","25.3","+4.15","+6.36","+7.89","+17.3","+2.56","+1,313","+4.11","30.35","30.35","31.65","32.95"
="3707","漢磊","159","+6.71","125","81.3","50.3","28","+8.53","+23.7","+72.8","+223","+469","-536","-0.32","173.5","173.5","173.5","173.5"
="3711","日月光投控","105.5","+1.44","94.3","92.2","92.2","70.8","0","+9.67","-13.5","+2.43","+49.6","-16,714","-15.7","109","130","133.5","133.5"
="3712","永崴投控","34.3","-4.59","31.85","29.35","24.1","23.6","-1.01","+4.41","+11.5","+45.3","-9.5","+1,530","+17.9","37.3","38.55","42.9","42.9"
="3714","富采","77.5","+0.65","69.8","65.5","64","","+1.17","+10.1","-7.63","+19.6","","+2,285","+2.52","81.9","85.6","86.5",""
="4123","晟德","62.6","-0.32","58.1","55.5","55.5","55.5","-3.99","+5.39","-9.14","-4.86","-9.8","-307","-3.27","68.7","73.8","74","75"
="4141","龍燈-KY","22.85","+3.16","20.6","11.7","11.2","11","-6.35","-23.1","+82.1","+102","+104","-151","-0.66","29.95","30","30","30"
="4142","國光生","44.25","+2.19","43.3","42.25","42.25","42.25","0","+0.68","-8.67","-30.1","-27.9","-956","-13.3","45.2","56.2","63.8","70.4"
="4513","福裕","15.8","-0.94","12.7","9.28","8.85","8.18","+13.3","+8.97","+64.9","+79.7","+88.1","+1,122","+12.9","17","17","17","17"
="4721","美琪瑪","170","+3.66","121","100.5","51.5","50","+7.59","+36","+63.5","+236","+190","-1,612","-2.11","182","182","182","182"
="4739","康普","160","+5.61","119.5","97.5","59.8","54.3","+7.02","+30.1","+52.4","+174","+196","-2,096","-3.94","176.5","176.5","176.5","176.5"
="4904","遠傳","63.8","-0.47","61","60","60","59.8","+1.92","+3.57","+4.42","-0.62","+4.59","+6,545","+29.5","64.3","64.3","65.9","66.8"
="4915","致伸","53.5","+6.36","49.55","47.8","47.8","46","+7","+6.15","+5.94","+5.94","+13.7","-6,972","-45","53.5","53.5","64.8","67"
="4916","事欣科","32.6","+4.65","22.7","22.55","20.4","20","-6.46","+43.3","+32","+61.8","+54.9","+767","+2.87","36.4","36.4","36.4","36.4"
="4919","新唐","138.5","+4.14","120","115","58.2","41.7","+13.5","+13.5","+2.21","+142","+231","+3,157","+3.76","144","175","175","175"
="4927","泰鼎-KY","103.5","+4.65","73.7","53.6","45.1","44.55","+21.6","+36.2","+88.9","+132","+31.5","+6,642","+8.03","107","107","107","107"
="4934","太極","36.05","+2.71","34.75","26.4","20.7","20.7","+1.12","-0.69","+0.14","+73.7","+29","+93","+0.52","40.9","42","42","42"
="4938","和碩","68","+0.44","66.8","63.5","63.5","63.5","-0.73","+0.44","+5.43","-0.58","+6.08","-3,888","-12.9","70.9","70.9","75","84.5"
="4952","凌通","76.1","+2.7","61.5","57.3","44.1","35.2","+17.3","+22.9","+9.03","+76.4","+117","+163","+0.8","78.2","83.5","96.9","96.9"
="4958","臻鼎-KY","102.5","+0.49","92","90.2","88.6","84","+0.49","+9.28","+6.33","+15.4","-16.7","+3,165","+17.3","104.5","104.5","109","129.5"
="4960","誠美材","12.6","+3.28","11.15","10","10","9.54","-1.95","+11","+10.5","+20","+33.6","+9,638","+20.2","12.95","12.95","13.85","16"
="4961","天鈺","226","+2.26","180.5","175.5","175.5","37.1","+4.63","+22.2","-14.2","+7.36","+511","-869","-2.14","232.5","269.5","348","395"
="4968","立積","305","+1.67","222.5","206","206","206","+6.64","+34.7","-17.9","-31.8","+2.01","-127","-1.93","335.5","410","558","688"
="4976","佳凌","68.2","+4.92","57.8","56","56","48.5","+4.12","+16.2","+7.91","+6.73","+40.3","-465","-5.09","74","75","106","126.5"
="4989","榮科","43.5","+3.57","39.45","37.05","31.3","17.8","+3.2","+8.34","+0.23","+40.1","+143","+44","+0.24","45.9","51","59.9","59.9"
="5009","榮剛","21.75","-1.81","20.8","20.8","17","15.15","-1.81","-4.4","-17.6","+31","+39.9","-4,647","-12.7","23.65","27.75","29.75","29.75"
="5014","建錩","22","+1.62","20.35","19.6","14.2","11.55","+2.09","+5.52","-3.72","+57.1","+102","-1,242","-5.03","22.65","27","30","30"
="5222","全訊","217.5","-0.23","","","","","+15.7","","","","","-377","-2.08","","","",""
="5227","立凱-KY","50.6","+10","27.45","21.8","8.9","8.85","+15.8","+91.3","+76.9","+471","+237","+57","+0.5","50.6","50.6","50.6","50.6"
="5243","乙盛-KY","70","+4.48","63.8","54.5","53","37.05","+8.36","+0.72","+16.3","+33.6","+87.2","+815","+7.01","72.3","72.3","76.4","84"
="5263","智崴","162","+4.18","112","106","105.5","97.8","+23.7","+43.4","+39.7","+57.3","+49.3","+123","+0.59","170.5","170.5","170.5","170.5"
="5272","笙科","40.55","+4.65","31.1","30.1","24.65","17.6","+10.9","+28.9","+18","+67.9","+127","+412","+4.67","41.8","45.35","45.4","46.9"
="5285","界霖","117.5","+6.82","106","83.2","59","47.9","+9.81","+2.62","+7.31","+104","+143","-996","-6.81","141","141","143.5","143.5"
="5302","太欣","14.4","+9.92","11.05","10.5","10.5","6.42","+19","+25.2","+3.97","+26.9","+119","+49","+1.41","14.4","15.8","19.6","22.45"
="5309","系統電","41.55","+9.92","31.5","28.35","25","23.9","+9.34","+29.4","+42.5","+67.5","-9.18","-415","-0.83","42","42","42","55.5"
="5347","世界","153.5","-0.32","138.5","129","103","96.8","+1.99","+6.6","+11.6","+46.9","+59.7","+2,395","+4.52","163","177","177","177"
="5351","鈺創","82","+0.61","41.8","36.3","20.15","16.35","-0.61","+96.6","+101","+312","+398","+3,864","+3.52","84","84","84","84"
="5371","中光電","90.9","+9.92","53.7","52.1","52.1","34.3","+33.7","+69.3","+69","+71.5","+161","-566","-0.52","90.9","90.9","90.9","90.9"
="5410","國眾","24.45","+3.16","22.2","21.4","21.4","20.3","+6.54","+9.64","+12.4","+12.2","+16.4","+36","+2.75","25.3","25.3","25.3","25.3"
="5425","台半","81.1","-1.93","66.2","56","39.4","38.55","+1.12","+23.3","+9.59","+110","+69","-300","-0.27","94.5","94.5","105","105"
="5457","宣德","81.1","0","79.8","72.2","56.9","53.2","-1.7","+0.87","+9.45","+37.2","-24.2","-1,002","-5.7","89.2","94.4","98.4","118.5"
="5469","瀚宇博","46.5","+4.97","39.6","37.9","37.9","37.9","+5.44","+17.3","+11.8","+19.4","+7.64","+2,137","+19.4","46.55","46.55","51.2","54"
="5483","中美晶","193.5","+0.26","175.5","160","146.5","114","+1.04","+5.16","+12.2","+33.4","+70.5","+2,773","+11.2","200.5","200.5","221","221"
="5608","四維航","42.7","+0.35","39.75","39.75","23.4","6.96","-3.61","-3.61","-12","+69.4","+502","-39","-0.06","46.2","70.3","76.3","76.3"
="5609","中菲行","98","-1.51","83.1","83.1","67.4","55.4","+0.62","+12.6","-7.11","+46.7","+48.9","+406","+1.77","102","121.5","160","160"
="5871","中租-KY","248.5","-1.39","233","223","190","150.5","-4.97","+6.42","+9.47","+32.9","+56.3","-2,492","-15.1","276","283.5","283.5","283.5"
="5880","合庫金","23.55","+0.43","22.25","20.9","20.15","19.15","+3.29","+5.84","+12.1","+17.2","+16.6","+4,877","+8.35","23.85","23.85","23.85","23.85"
="6005","群益證","16.1","+0.94","15","14.5","14.5","11.4","+2.55","+7.33","+9.15","+7.33","+42.5","+4,176","+14.6","16.2","16.2","17.95","19.6"
="6016","康和證","13.5","-2.17","11.35","11.1","11.1","9.27","+4.65","+19.5","+5.06","-9.7","+46.1","+303","+1.5","14","14","18.3","19.65"
="6104","創惟","182","+9.97","116.5","96.9","50","48","+31.4","+50.4","+77.6","+279","+149","+798","+0.4","182","182","182","182"
="6116","彩晶","15.15","0","13.25","13.25","13.25","9.22","-1.94","+11","-16.8","-7.06","+61.7","-7,655","-4.22","15.6","18.8","25.9","30.7"
="6121","新普","326.5","+9.2","278.5","273.5","273.5","273.5","+12","+17.9","+4.48","-3.83","+3.65","-1,473","-24.8","326.5","326.5","380","397.5"
="6125","廣運","28.25","+6.6","25.7","21.6","19.1","19","+5.41","+5.02","+18.2","+48.3","-22.6","+1,002","+10.5","28.8","29.8","29.8","37.2"
="6129","普誠","35.05","+2.04","27.4","23.85","23.85","7.75","+14","+29.1","+14.9","+47","+348","+808","+3.57","37.2","37.2","45","57"
="6138","茂達","213","+9.79","153.5","140.5","117","78.2","+16.7","+40.1","+32.7","+84.4","+157","+904","+4.55","213","213","213","213"
="6140","訊達","22.65","+9.95","15.15","14.5","12.75","12.35","+36.4","+49.5","+54.1","+83.4","+9.42","+102","+2.83","22.65","22.65","22.65","25.8"
="6147","頎邦","68.2","+2.25","61.3","60.3","60.3","60.3","+3.49","+9.82","-7.71","+8.6","+4.92","-538","-1.54","68.5","88.3","88.3","88.3"
="6150","撼訊","163.5","-0.61","144.5","114.5","114.5","82.2","0","+6.17","+17.6","+17.6","+99.4","-2,148","-4.06","182","182","193","245"
="6168","宏齊","27.05","+5.05","23.15","21.6","16.7","13.95","+3.44","+15.4","+0.56","+66.5","+93.2","+446","+3.09","30.25","30.25","36.75","36.75"
="6182","合晶","67.4","+0.9","56.1","54.5","42.7","32.85","+1.2","+14.6","+13.9","+63","+105","+2,484","+1.29","71","74.4","76.3","76.3"
="6190","萬泰科","26.8","-0.74","22.25","21.85","18.3","15.8","-2.19","+16.8","+16.5","+48.5","+68","+101","+0.18","29.75","29.75","30.7","31.25"
="6191","精成科","38.4","+2.67","32.2","30","26.6","22.85","+3.78","","+17.3","+48.8","+68.4","+3,563","+21.9","38.5","38.5","41","41"
="6196","帆宣","157.5","+9.76","112","101","89.9","87","+35.8","+34.6","+47.2","+77","+41.9","+4,903","+8.07","157.5","157.5","157.5","157.5"
="6202","盛群","109","+2.35","100.5","100.5","83.9","69.6","+4.81","-1.36","-10.3","+30.7","+57.1","+1,644","+18.7","120","134.5","151.5","151.5"
="6205","詮欣","47.7","+5.07","29.75","29.6","28.35","27.15","+12.8","+59.3","+49.3","+69.4","+29.1","+188","+2.87","48.8","48.8","48.8","55"
="6209","今國光","34.7","+9.98","27.55","24.55","24.55","24.55","+16.8","+25","+18.8","+24.8","+8.61","+934","+13.5","34.7","34.7","38.55","46.45"
="6217","中探針","59.8","0","49.15","37.1","29.8","28.85","+1.01","+20.6","+53.7","+103","+79.8","+2,017","+5.76","65.3","65.3","65.3","65.3"
="6219","富旺","19.6","-3.69","17.6","17.6","17.6","15.85","+3.98","+8.29","-7.55","-11.3","+23.7","-1,462","-3.26","21","21.4","24.35","27.5"
="6223","旺矽","123.5","+7.39","113","98.5","90.7","87.6","+1.65","+7.39","-9.52","+40.3","+6.93","+601","+6.09","131","170","173","173"
="6226","光鼎","15.05","+0.67","12.95","11.9","7.83","7.6","+1.01","+15.3","-0.66","+95.2","+89.3","-684","-1.79","18.3","18.3","20.3","20.3"
="6229","研通","48.05","+9.95","38.9","33.4","26.9","21.6","+7.02","+24.6","+16.6","+82.7","+123","+36","+0.56","48.05","51.9","56","56"
="6233","旺玖","40.35","+6.18","34","32","29","24.9","+9.2","+17","+3.07","+42.8","+62.4","+456","+11.6","41.8","46.6","53.5","55.4"
="6237","驊訊","123.5","+9.78","72","66.8","66.8","40.9","+18.2","+66.2","+5.56","+38.8","+193","+1,449","+3.27","123.5","133","161.5","177"
="6239","力成","99.3","+1.33","93.5","93.5","93.5","89.5","+2.37","+2.27","-7.2","+3.12","+10.6","-3,325","-18.5","101.5","112.5","116","117"
="6244","茂迪","32.95","+3.78","29.5","27.25","27.25","25.95","-2.51","+7.86","+17.5","+22.3","+0.92","+824","+2.47","35.3","35.3","36.2","43.25"
="6251","定穎","21.85","+2.58","18.9","18.5","15.9","15.75","+0.46","+13.5","+3.07","+38.7","+22.4","+1,347","+8.63","23","25.4","25.4","25.4"
="6257","矽格","61.4","+2.85","55.2","53.5","45.5","40.85","+1.99","+8.87","+1.15","+36.6","+50.5","-957","-4.83","61.5","68.1","72.7","72.7"
="6261","久元","89.4","+3.11","79.8","70.4","68.8","56.5","+3.35","+11.8","+2.29","+32.1","+57.4","-30","-0.41","90.5","92","106.5","106.5"
="6265","方土昶","11.25","-3.85","10.15","9.64","7.15","6.48","-1.32","+6.64","+9.76","+58.7","+72.3","+1,846","+20.3","12.85","12.85","12.85","12.85"
="6269","台郡","101.5","+3.68","92.2","92","92","92","+1.81","+5.95","-12.5","-10.6","-12.9","+1,236","+8.86","103","122.5","142","142"
="6271","同欣電","302.5","+10","231.5","208","152","136.5","+13.7","+28.7","+26.6","+100","+123","-33","-0.06","302.5","302.5","302.5","302.5"
="6278","台表科","126","+3.7","100.5","97.1","95.4","91.1","+14","+26","+18.9","+34.8","+9.57","-245","-0.54","127","127","138.5","139"
="6282","康舒","37.25","+3.91","26.8","25.05","23.25","22.5","+7.35","+39","+40.8","+62","+39.5","-4,267","-1.8","38.8","38.8","38.8","38.8"
="6285","啟碁","75.7","+1.61","69.6","67.6","60.6","58.8","-2.32","+6.77","+8.92","+24.1","-7.46","-1,614","-5.39","80.6","80.6","81","85.5"
="6290","良維","54.1","-6.56","52","50.8","50.8","49.9","+2.85","-2.35","+2.08","+3.84","+2.46","-823","-1.96","58.8","60.2","84.7","84.7"
="6411","晶焱","290","+9.85","187.5","127","108","88.4","+34.9","+46.1","+105","+175","+225","+1,829","+1.78","290","290","290","290"
="6438","迅得","113.5","+8.1","97.6","92.9","82.9","77.2","+12.9","+15.2","+2.71","+39.6","+39.4","+1","+0.02","115","121","125","129"
="6443","元晶","36.75","+4.85","30.1","26.25","26.25","26.25","-2.26","+17.6","+33.6","+28.3","+11","-29","-0.01","40.9","40.9","40.9","48.95"
="6457","紘康","204","+4.62","149","139","139","62.6","+27.5","+36.9","+33.8","+48.9","+220","+1,876","+13.6","210","210","210","215"
="6477","安集","42.1","+0.24","41.35","30.15","30.15","30.15","-7.27","-1.86","+12.9","+12.1","-27.7","-216","-0.67","50.6","50.6","53","76.3"
="6485","點序","161.5","+5.56","112.5","100","83.9","25.4","+26.2","+42.3","+16.6","+97.7","+527","+553","+0.68","163","171","191","191"
="6509","聚和","69.5","+2.81","55.4","49.1","27.65","23.45","+3.73","+23","+32.6","+144","+177","-6,707","-7.56","82.9","82.9","82.9","82.9"
="6531","愛普*","553","+0.55","372.5","372.5","372.5","356","+7.8","+47.5","-9.05","+6.76","+55.1","-1,339","-2.96","625","808","808","937"
="6548","長科*","106.5","+2.4","93.3","87","52.6","46.15","+6.5","+14","+12","+104","+129","+582","+7.05","111.5","115.5","115.5","115.5"
="6706","惠特","214.5","+3.87","186","157","137.5","129.5","-2.94","+13.8","+25.4","+59.5","+43","+1,701","+7.63","232","232","232","233"
="6756","威鋒電子","484","+0.1","398.5","373.5","218","","-1.73","+19.1","+20.4","+126","","+579","+1.96","539","554","562",""
="6806","森崴能源","117","+12","","","","","","","","","","0","0","","","",""
="8016","矽創","282","+2.55","223","218","218","135","+4.83","+22.9","-19.9","+25.3","+110","-1,018","-5.13","288","355","416.5","416.5"
="8021","尖點","41.75","+2.71","37.4","35.05","35","25.2","+2.2","+10.7","+5.96","+20.3","+57.8","-5,529","-26","46.9","46.9","49.5","49.5"
="8040","九暘","79.7","+9.93","52.2","49.05","36.2","15.6","+23","+52.4","+36.7","+125","+411","-50","-0.12","79.7","79.7","81.4","81.4"
="8046","南電","562","-2.09","404.5","343","291.5","133.5","+4.85","+35.9","+49.7","+86.1","+321","+2,881","+7.3","591","591","591","591"
="8054","安國","60.8","+9.95","43.7","38.6","35","17.55","+17.8","+38.8","+31.6","+78.8","+246","+535","+2.42","60.8","60.8","73.7","73.7"
="8069","元太","92.9","-1.17","77.9","64.2","53.4","38.9","+5.21","+17.6","+21.9","+78","+136","+17","+0.02","99.8","99.8","99.8","99.8"
="8103","瀚荃","50.2","+1.62","40.7","37.75","34.3","30.45","+2.87","+24.3","+18","+49","+64.1","+1,633","+9.23","51.8","51.8","51.8","52.1"
="8110","華東","18.45","+3.94","16.65","15.35","12.4","10.9","+5.73","+9.5","-4.16","+50.6","+69.3","-16","-0.1","18.7","21.25","27.15","27.15"
